Key,Type,Desc,Korean,English,Japanese,Chinese,Chinese-TW [zh-tw]
UI/SelectParty_Help,Text,,"역할별 특징


<b>공격</b>
공격력이 높은 건 아니지만, 패시브와 스킬의 특징을 활용한다면 피해를 극대화시킬 수 있습니다.
<color=red>유지력이 떨어지고, 집중 공격에 매우 취약합니다.</color>


<b>방어</b>
각종 수비적인 능력을 통해 안정적으로 전투를 진행할 수 있습니다.
<color=red>적의 도발을 무시하여 공격하는 능력이 결여되어 있습니다.</color>


<b>지원</b>
다양한 보조 능력을 가지고 있습니다.
회복력이 높아 체력을 유지하기 쉽습니다.","Traits selon les rôles

<b>Attaque</b>
Les compétences passives et les effets de compétence permettent d'infliger un maximum de dégâts.
<color=red>Faible capacité de survie et vulnérable aux attaques répétées.</color>

<b>Défense</b>
Apporte de la stabilité au combat grâce à de nombreuses options défensives.
<color=red>Manque de moyens pour ignorer les ennemis sous l'effet de Provocation.</color>

<b>Soutien</b>
Dispose de nombreuses compétences utilitaires pour aider l'équipe.
Sa Puissance des soins élevée lui permet de maintenir facilement les PV du groupe.","ポジション別役割


  <b>アタッカー</b>  常に高い攻撃力を発揮するわけではありませんが、
  パッシブ能力とスキルの特性を生かしダメージを極大化できます。
  <color=red>耐久力が低く、集中攻撃に弱いです。</color>


  <b>ディフェンダー</b>  守備的な能力で安定した戦闘ができます。
  <color=red>敵の挑発を無視する能力を持っていません。</color>

  <b>サポーター</b>

  味方を支援することに特化しています。  回復力が高く、体力を温存しながら戦闘できます。","各角色类型特点


  <b>进攻</b>
  攻击力并不高于其他角色，但可以利用被动和技能特性，极大提升角色伤害。
  <color=red>持久力较差，面对集中攻击时非常脆弱。</color>


  <b>防守</b>
  通过各种防御性能力，稳扎稳打地进行战斗。
  <color=red>缺乏无视敌人嘲讽的能力。</color>


  <b>支援</b>
  拥有多种辅助能力。
  恢复能力强，容易保持体力值。","各角色類型特點


  <b>進攻</b>
  攻擊力不高於其他角色，但可以利用被動和技能特性，極大提升角色傷害。
  <color=red>持久力較差，面對集中攻擊時非常脆弱。 </color>


  <b>防守</b>
  透過各種防禦性能力，穩紮穩打地進行戰鬥。
  <color=red>缺乏無視敵人嘲諷的能力。 </color>


  <b>支援</b>
  擁有多種輔助能力。
  恢復能力強，容易維持體力值。"
UI/SelectParty_LookIllustration,Text,,일러스트 보기,Voir les illustrations,イラストを見る,查看立绘,查看立繪
UI/SelectParty_LookPassive,Text,,마우스를 올려 자세한 능력 확인,Survolez une compétence pour afficher ses détails.,能力を確認,放置鼠标查看详细能力,放置滑鼠查看詳細能力
UI/SelectParty_LookSkills,Text,,전용 스킬 보기,Voir les compétences de classe,専用スキルを確認,查看专属技能,查看專屬技能
UI/SelectParty_Passive,Text,,패시브,Passif,パッシブスキル,被动,被動
UI/SelectParty_Select,Text,,캐릭터 영입,Recruter un personnage,キャラクターの勧誘,选择角色,選擇角色
UI/SelectParty_SelectDesc,Text,,이 캐릭터를 영입하시겠습니까?,Recruter ce personnage ?,このキャラクターを迎え入れますか？,确定招募该角色吗？,確定招募該角色嗎？
UI/SelectParty_Title,Text,,영입할 파티원을 선택하세요.,Sélectionnez un membre du groupe à recruter.,勧誘するキャラクターを選択してください。,请选择想要招募的队员。,請選擇想要招募的隊員。
UI/SelectRandomItem/Title,Text,,원하는 아이템을 선택하세요.,Sélectionnez un objet à obtenir.,アイテムを選択してください。,请选择想要的道具。,請選擇想要的道具。
UI/SelectTarget_Pad,Text,,"대상을 선택하세요
선택 취소 - <sprite name=XBOX_B_KEY>",Sélectionnez une cible Annuler - <sprite name=XBOX_B_KEY>,"ターゲットを選択してください。
選択キャンセル - <sprite name=XBOX_B_KEY>","请选择目标
 取消选择 - <sprite name=XBOX_B_KEY>","請選擇目標
 取消選擇 - <sprite name=XBOX_B_KEY>"
UI/Skill/Lucy_23,Text,,선택한 스킬을 덱의 맨 위에 올려놓고 손에 있을때 비용 0 효과 부여 (표시되는 스킬의 순서는 무작위),Sélectionnez une compétence à placer au sommet du deck et réduisez son coût à 0 tant qu'elle est dans votre main. (Les compétences sont affichées dans un ordre aléatoire.),選択したスキルをデッキの一番上に乗せて、手札にある場合コストが0になる効果を与える。(表示されるスキルの順番はランダム),将选择的技能放在牌库的最上方，握在手中时赋予 0 费效果（技能显示顺序随机）,將所選的技能放在牌庫的最上方，握在手中時賦予 0 費效果（技能顯示順序隨機）
UI/Skill/PhoenixText_1,Text,,더 이상 못참겠어! 날 이용하려거든 빵을 내놔!,Je n'en peux plus ! Donnez-moi du pain ou je m'en vais !,もう我慢できない！俺様を使いたいならパンをよこせ！,我受不了了！想利用我就给我面包！,我受不了了！想利用我就給我麵包！
UI/Skill/PhoenixText_2,Text,,너한테 빌려줄 생명력은 더 없어! 빵을 준다면 생각해보겠지만...,"Attendez, je n'ai plus d'énergie vitale ! Donnez-moi du pain et je reconsidérerai ma décision...",もうお前にあげる生命力はない！パンをくれたら別だけど…,我没有多余的生命力可以借给你！给我面包我就考虑一下……,我沒有多餘的生命力可以藉給你！給我麵包我就考慮一下……
UI/Skill/PhoenixText_3,Text,,적당히 좀 해!,Ça suffit !,いい加減にしろ！,差不多可以了！,差不多可以了！
UI/Skill/S_Shiranui_Bonus_3,Text,,"선택한 스킬을 손으로 가져오고, 비용이 2 감소합니다. (&a회 남음)",Ajoutez la compétence sélectionnée à votre main et réduisez son coût de 2. (&a restantes),選択したスキルを手札に加え、コストを2ダウンさせる。(後&a回),将所选技能拿到手中，费用减少2点。（剩余&a次）,將所選技能拿到手中，費用減少2點。 （剩餘&a次）
UI/SkinSkillSelectWindow/Desc,Text,,사용할 루시 스킬을 선택하세요.,Sélectionnez une compétence de Lucy à utiliser.,使用するルシーのスキルを選択してください。,请选择要使用的露西技能。,請選擇要使用的露西技能。
UI/SkipNotice,Text,,ESC를 눌러 스토리를 스킵할 수 있습니다.,Appuyez sur Échap pour passer les scènes de l'histoire.,ESCキーを押してストーリーをスキップできます。,按下ESC键跳过剧情。,按ESC鍵跳過劇情。
UI/SmallUI/AnvilEvent,Text,,장비/유물 제작,Fabriquer un équipement / une relique,装備・遺物製作,制作装备/遗物,製作裝備/遺物
UI/SmallUI/ArchAngel,Text,,스킬 하나를 선택하여 잊고 파티원의 전용 스킬을 포함한 스킬중 하나를 배울 수 있습니다.,Oubliez 1 compétence et remplacez-la par une nouvelle (y compris les compétences de classe des membres du groupe).,スキルを1個選択し、忘れる。その後、パーティーメンバーの専用スキルを含めたスキルを1個習得できる。,可选择一个技能遗忘，并学习包括队员专属技能在内的技能中的一个。,可選擇一個技能遺忘，並學習包括隊員專屬技能在內的技能中的一個。
UI/SmallUI/Book,Text,,3개의 루시스킬 중 하나를 선택하여 배울 수 있습니다.,Choisissez 1 compétence de Lucy parmi 3 proposées.,3個のルシー専用スキルの中から1個を選択し、習得できる。,可在3个露西技能中选择一个技能学习。,可在3個露西技能中選擇一個技能學習。
UI/SmallUI/Camp/AddParty,Text,,지원 요청,Recruter,支援要請,请求支援,請求支援
UI/SmallUI/Camp/BloodMist/ClearText,Text,,혈무 4 / 하얀 무덤 클리어 달성,Brume de sang 4 / Terminer le Cimetière Blanc,血霧4・白い墓地クリア達成,血雾 4 / 通关白色墓地,血霧 4 / 通關白色墓地
UI/SmallUI/Camp/BloodMist/Desc,Text,,혈무 단계 상승시 이번 게임동안 다음과 같은 효과를 받습니다.,"En augmentant le niveau de Brume de sang, vous obtenez les effets suivants pour cette partie.",血霧のレベルが上がるとこの周回で以下の効果を得る。,血雾阶段提升时，本次调查期间获得如下效果。,血霧階段提升時，本次調查期間獲得以下效果。
UI/SmallUI/Camp/BloodMist/UnlockItem,Text,,단계별 해금 아이템,Objets déverrouillables par niveau,各グレードの解禁アイテム,阶段性解禁道具,階段性解禁道具
UI/SmallUI/Camp/CampingText,Text,,*아이템을 굽거나 태웁니다.,*Cuisez ou brûlez un objet.,*キャンプファイヤーでアイテムを燃やしたり焼いたりできます。,*烤或者烧一个道具。,*烤或燒一個道具。
UI/SmallUI/Camp/End,Text,,끝내기,Terminé,完了,结束,結束
UI/SmallUI/Camp/Identify,Text,,아이템 1회 식별,Identifier un objet,アイテムを1回識別,鉴定道具1次,鑑定道具1次
UI/SmallUI/Camp/LerynPassive,Text,,아이템 제작,Fabriquer un objet,アイテム製作,制作道具,製作道具
UI/SmallUI/Camp/UseItem,Text,,캠핑 아이템 사용,Utiliser un objet de camping,キャンピングアイテム使用,使用营地道具,使用營地道具
UI/SmallUI/Camp/UseitemTitle,Text,,캠핑에 사용할 아이템 선택,Sélectionnez un objet de camping.,キャンプで使用するアイテムを選択,选择用于营地的道具,選擇用於營地的道具
UI/SmallUI/CampAnvil/Desc,Text,,유물 혹은 장비아이템을 조합할 수 있습니다.,Vous pouvez combiner des Reliques ou des Équipements.,遺物や装備を調合できます。,可组合遗物或装备道具。,可組合遺物或裝備道具。
UI/SmallUI/CampAnvil/RemainNum,Text,,남은 횟수 : {0},Utilisations restantes : {0},残り：{0},剩余次数：{0},剩餘次數：{0}
UI/SmallUI/CodeIsUnlocked,Text,,이미 입력된 코드입니다.,Ce code a déjà été utilisé.,すでに入力されたコードです。,已经输入过的代码。,已經輸入過的代碼。
UI/SmallUI/CodeItemUnlock,Text,,언락된 아이템은 한번만 즉시 지급 됩니다.,Les objets déverrouillés ne peuvent être obtenus qu'une seule fois.,解放されたアイテムは1回のみ支給されます。,解锁的道具只发放一次。,解鎖的道具只發放一次。
UI/SmallUI/CodeNull,Text,,잘못된 코드입니다.,Code invalide.,コードが間違っています。,代码错误。,代碼錯誤。
UI/SmallUI/CodeTitle,Text,,특별 코드 입력,Utiliser un code,特別コード入力,输入特殊代码,輸入特殊代碼
UI/SmallUI/CombineEvent,Text,,이상한 항아리,Marmite étrange,不思議な壺,奇怪的坛子,奇怪的祭壇
UI/SmallUI/CreateItem/ChangeBtn,Text,,아이템 변경,Changer d'objet,アイテム変更,变更道具,變更道具
UI/SmallUI/CreateItem/CreateBtn,Text,,제작,Fabriquer,製作,制作,製作
UI/SmallUI/CreateItem/Desc,Text,,"이전 회차에서 획득했던 [유물, 장비] 아이템을 제작할 수 있습니다.",Vous pouvez fabriquer les <b>Reliques et Équipements</b> obtenus lors de votre précédente partie.,前周回プレイ時獲得した[遺物、装備]アイテムを製作できます。,可以制作上一次调查期间获得的 [遗物，装备]。,可以製作上一次調查期間獲得的 [遺物，裝備]。
UI/SmallUI/CreateItem/ShowItems,Text,,제작 가능한 아이템 보기,Voir les objets pouvant être fabriqués.,製作可能アイテム確認,查看可制作的道具,查看可製作的道具
UI/SmallUI/CreateItem/ThereisnoConditionalItem,Text,,조건에 맞는 아이템이 없습니다.,Aucun objet ne correspond aux critères.,条件を満たすアイテムがありません。,没有符合条件的道具。,沒有符合條件的道具。
UI/SmallUI/CreateItem/Title,Text,,아이템 제작,Fabriquer un objet,アイテム製作,制作道具,製作道具
UI/SmallUI/EnchantEvent,Text,,책 위에 아이템을 올려놓을 수 있다.,Vous pouvez placer un objet sur le livre.,本の上にアイテムを置くことができる。,可将道具放在书上。,可將道具放在書上。
UI/SmallUI/EnchantText,Text,,인챈트할 장비 아이템 선택,Sélectionnez un équipement à enchanter.,エンチャントする装備を選択,选择想要附魔的道具,選擇想要附魔的道具
UI/SmallUI/GreedEvent,Text,,"식량 바치기
(1개씩 소모)",Sacrifier du pain (consomme 1),"パンを捧げる
 (1個消費)","献祭
  （每次消耗1个）","獻祭
  （每次消耗1個）"
UI/SmallUI/Healing,Text,,모든 아군의 전투불능 상태를 해제하고 체력을 회복합니다.,Ranime tous les alliés évanouis.,味方全員の戦闘不能状態を解除し、体力を回復する。,解除所有友军的无法战斗状态并恢复体力值。,解除所有友軍的無法戰鬥狀態並恢復體力值。
UI/SmallUI/HopeModeLevelDown,Text,,희망 레벨을 1 감소시킵니다.,Niveau d'Espoir réduit de 1.,希望レベルを1下げます。,降低1级希望等级。,降低1級希望等級。
UI/SmallUI/IdentifyText,Text,,식별할 아이템 선택,Sélectionnez un objet à identifier.,識別するアイテムを選択,选择想要鉴定的道具,選擇想要鑑定的道具
UI/SmallUI/JournalText,Text,,확인할 기록 선택,Sélectionnez une cassette.,確認する記録を選択,选择想要确认的记录,選擇想要確認的記錄
UI/SmallUI/MiasText,Text,,골드로 변환할 아이템 선택,Sélectionnez un objet à échanger contre de l'Or.,ゴールドに変換するアイテムを選択,选择想要转换为金币的道具,選擇想要轉換成金幣的道具
UI/SmallUI/RedHammer/Title,Text,,변환할 장비 아이템 선택,Sélectionnez un équipement à convertir.,変換する装備を選択,选择想要转换的装备道具,選擇想要轉換的裝備道具
UI/SmallUI/RelicChest_0,Text,,무작위 두개의 유물중 하나를 선택하여 획득할 수 있다.,Choisissez 1 Relique parmi 2 proposées aléatoirement.,ランダムな2個の遺物の中から1個を選択し獲得できる。,可在随机两个遗物中选择一个获得。,可在隨機兩個遺物中選擇一個獲得。
UI/SmallUI/StoryPart,Text,,"게임 도중 특정 조건을 만족하면 스토리가 진행되며 스토리 파트가 나오게됩니다.
당신은 언제든지 일시정지 메뉴를 열어 스토리파트를 넘길 수 있습니다.","Les scènes de l'histoire s'affichent lorsque certaines conditions sont remplies. 
Vous pouvez les passer en appuyant sur (Échap).","ゲームの中で特定の条件を満たすことでストーリーが進行します。
 ストーリーはいつでもスキップできます。","在游戏过程中满足特定条件时将触发剧情。
  您可以随时打开暂停菜单跳过剧情。","在遊戲過程中滿足特定條件時將觸發劇情。
  您可以隨時打開暫停選單跳過劇情。"
UI/SmallUI/StoryPart_Pad,Text,,"게임 도중 특정 조건을 만족하면 스토리가 진행되며 스토리 파트가 나오게됩니다.
당신은 언제든지 일시정지 메뉴를 열어 스토리파트를 넘길 수 있습니다.","Les scènes de l'histoire s'affichent lorsque certaines conditions sont remplies. 
Vous pouvez les passer en appuyant sur (<sprite name=XBOX_MENU_KEY>).","ゲームの中で特定の条件を満たすことでストーリーが進行します。
 ストーリーはいつでもスキップできます。","在游戏过程中满足特定条件时将触发剧情。
  您可以随时打开暂停菜单跳过剧情。","在遊戲過程中滿足特定條件時將觸發劇情。
  您可以隨時打開暫停選單跳過劇情。"
UI/SmallUI/TimeVault,Text,,"장비 혹은 유물 하나에 전멸시 보존 기능을 부여합니다.
단, 인챈트는 유지되지 않습니다.","Sélectionnez une Relique ou un Équipement à conserver en cas de défaite. 
Les enchantements seront réinitialisés.","装備もしくは遺物に、全滅時に保存される機能を与える。
 エンチャント状態は保存されない。","在一个装备或遗物上添加保存功能。
  添加后团灭时将不会消失，但无法保存附魔属性。","在一個裝備或遺物上新增保存功能。
  新增後團滅時將不會消失，但無法保存附魔屬性。"
UI/Store/Buy,Text,,구입,Acheter,購入,购买,購買
UI/Store/BuyWindow,Text,,판매중인 아이템,Objets disponibles à l'achat,販売中のアイテム,出售中的道具,出售中的道具
UI/Store/CashDeskBuy,Text,,구매하기,Acheter,アイテムを買う,购买,購買
UI/Store/Cashdesk,Text,,계산대,Contre,カウンター,收银台,收銀台
UI/Store/Identify,Text,,식별하기,Identifier,識別する,鉴定,鑑定
UI/Store/IdentifyTab,Text,,아이템 식별,Identifier un objet,アイテム識別,鉴定道具,鑑定道具
UI/Store/IdentifyText,Text,,식별할 아이템 올려놓기,Placez les objets à identifier.,識別するアイテムを置く,放上想要鉴定的道具,放上想要鑑定的道具
UI/Store/Lab,Text,,연구,Recherche,研究,研究,研究
UI/Store/LabSoldOut,Text,,,,,,
UI/Store/LabTitle,Text,,레린의 연구소,Laboratoire de recherche de Leryn,レーリンの研究所,蕾琳的研究所,蕾琳的研究所
UI/Store/StoreTitle,Text,,허수아비 상점,Boutique de l'Épouvantail,かかしショップ,稻草人商店,稻草人商店
UI/Store/Title,Text,,상점,Boutique,ショップ,商店,商店
UI/StoryPartInit/6thFloorGarden,Text,,6층 정원,6e étage : Jardin,6階の庭園,6楼庭院,6樓庭院
UI/StoryPartInit/Back,Text,,돌아가기,Retour,戻る,返回,返回
UI/StoryPartInit/EpisodeDesc1,Text,,SF 추리 어드벤처,SF Mystery Adventure,SF推理アドベンチャー,科幻推理冒险,科幻推理冒險
UI/StoryPartInit/EpisodeDesc2,Text,,"방주 프로젝트, 그 시작의 이야기",Le commencement du Projet Arche,アークプロジェクト、その始まりの物語,方舟计划，故事的起点,方舟計劃，故事的起點
UI/StoryPartInit/PopupDesc,Text,,운명편은 크로노 아크의 <b>추가 컨텐츠</b>로 현재 프롤로그까지 플레이 가능합니다.,Chrono Ark: Fate est un <b>contenu supplémentaire</b>. Seul le Prologue est actuellement jouable.,「運命編」はクロノアークの <b>追加コンテンツ</b>で、現在、プロローグまでプレイできます。,命运篇是超时空方舟的<b>额外内容</b>，目前已更新至序章。,命運篇是超時空方舟的<b>額外內容</b>，目前已更新至序章。
UI/StoryPartInit/PopupTitle,Text,,알림,Avant de commencer !,お知らせ,通知,通知
UI/StoryPartInit/ReuniteHaru,Text,,하루와의 재회,Retrouvailles avec Haru,ハルとの再会,与哈鲁的重逢,與哈魯的重逢
UI/StoryPartInit/Start,Text,,시작하기,Commencer,始める,开始,開始
UI/StoryReplay/ArkTitle,Text,,방주,Arche,アーク,方舟,方舟
UI/StoryReplay/ArkWindow/AtmosphericPressure,Text,,기압 :,Pression atmosphérique :,気圧：,气压：,氣壓：
UI/StoryReplay/ArkWindow/CheckOutsideCam,Text,,외부 카메라 확인,Afficher la caméra extérieure,外部カメラ確認,确认外部摄像头,確認外部攝影機
UI/StoryReplay/ArkWindow/ChecoOutsideCamDesc,Text,,작동되지 않습니다. 확인할 수 없습니다.,Accès impossible. Raison : Dysfonctionnement de l'appareil.,カメラの反応がありません。確認できません。,设备未启动，无法确认。,設備未啟動，無法確認。
UI/StoryReplay/ArkWindow/CryonicsSleepControlSystem,Text,,냉동 수면 컨트롤 시스템,Système de contrôle du sommeil cryogénique,冷凍睡眠コントロールシステム,冷冻睡眠控制系统,冷凍睡眠控制系統
UI/StoryReplay/ArkWindow/CryonicsSleepFord,Text,,냉동 수면 포드,Capsules cryogéniques,冷凍睡眠ポッド,冷冻睡眠舱,冷凍睡眠艙
UI/StoryReplay/ArkWindow/CryonicsSleepFordDesc,Text,,일부 냉동 수면 포드가 작동하지 않습니다.,Certaines capsules cryogéniques sont défectueuses.,一部の冷凍睡眠ポッドが作動していません。,部分冷冻睡眠舱未启动。,部分冷凍睡眠艙未啟動。
UI/StoryReplay/ArkWindow/LoopSystem,Text,,루프 시스템,Système de boucle,ループシステム,循环系统,循環系統
UI/StoryReplay/ArkWindow/LoopSystemDesc,Text,,루프시 초기화하지 않는 기억 데이터 : {0},Exceptions de réinitialisation de la mémoire : {0},ループ時初期化されない記憶データ：{0},循环时不会被初始化的记忆数据：{0},循環時不會被初始化的記憶資料：{0}
UI/StoryReplay/ArkWindow/MainComputer,Text,,메인 컴퓨터,Ordinateur principal,メインコンピューター,主电脑,主電腦
UI/StoryReplay/ArkWindow/MainSystem,Text,,메인 시스템,Système principal,メインシステム,主系统,主系統
UI/StoryReplay/ArkWindow/MemoryStorage,Text,,기억 저장소,Base de données des mémoires,記憶リポジトリ,记忆存储空间,記憶儲存空間
UI/StoryReplay/ArkWindow/MemoryStroageDesc,Text,,가동중인 기억 데이터 : 602,Mémoires actuellement stockées : 602,起動中の記憶データ：602,运行中的记忆数据：602,運行中的記憶數據：602
UI/StoryReplay/ArkWindow/ModuleWarning,Text,,외부 확인 모듈이 작동하지 않습니다.,Le module de surveillance extérieure est défectueux.,外部確認モジュールが作動していません。,外部确认模块未启动。,外部確認模組未啟動。
UI/StoryReplay/ArkWindow/Normal,Text,,정상,Normal,正常,正常,正常
UI/StoryReplay/ArkWindow/Outside,Text,,외부 상태,État extérieur,外部状態,外部状态,外部狀態
UI/StoryReplay/ArkWindow/OutsideCheckModule,Text,,외부 확인 모듈,Module de surveillance extérieure,外部確認モジュール,外部确认模块,外部確認模組
UI/StoryReplay/ArkWindow/OutsideCheckModuleDesc,Text,,알 수 없는 이유로 작동 불가.,Accès impossible. Raison : Inconnue.,原因不明の作動不能,因未知原因无法启动。,因未知原因無法啟動。
UI/StoryReplay/ArkWindow/Temperature,Text,,온도 :,Température :,気温：,温度：,溫度：
UI/StoryReplay/ArkWindow/Warning,Text,,주의,Avertissement,警告：,注意,注意
UI/StoryReplay/ArkWindow/Warning2,Text,,위험,Danger,危険：,危险,危險
UI/StoryReplay/ArkWindow/Warning2Desc,Text,,작동이 중단된 냉동 수면 포드가 있습니다.,Capsule(s) cryogénique(s) désactivée(s).,作動を停止した冷凍睡眠ポッドがあります。,有停止运行的冷冻睡眠舱。,有停止運轉的冷凍睡眠艙。
UI/StoryReplay/Community/ScrollMove,Text,,스크롤 이동,Parchemin,スクロール移動,移动滚动条,行動滾動條
UI/StoryReplay/DictionaryTitle,Text,,사전,Encyclopédie,辞書,词典,字典
UI/StoryReplay/EnterPassword,Text,,패스워드를 입력하세요.,Saisissez le mot de passe.,パスワードを入力してください。,请输入密码。,請輸入密碼。
UI/StoryReplay/FriendShip/Desc,Text,,{0}의 {1}번째 인연 스토리를 다시 열람합니다.,Rejouer l'histoire d'amitié de {0} {1}.,{0}の{1}番目の絆ストーリーを回想します。,重新浏览{0}的第{1}个羁绊故事。,重新瀏覽{0}的第{1}個羈絆故事。
UI/StoryReplay/FriendShip/Desc_Archive,Text,,{0}의 아카이브 인연 스토리를 다시 열람합니다.,Voir l'histoire d'amitié archivée de {0}.,{0}のアーカイブストーリーを回想します。,重新浏览{0}的档案馆羁绊故事。,重新瀏覽{0}的檔案羈絆故事。
UI/StoryReplay/FriendShip/Desc_Last,Text,,{0}의 마지막 인연 스토리를 다시 열람합니다.,Voir la dernière histoire d'amitié de {0}.,{0}の最後の絆ストーリーを回想します。,重新浏览{0}的最后一个羁绊故事。,重新瀏覽{0}的最後一個羈絆故事。
UI/StoryReplay/FriendShip/LastDesc,Text,,{0}의 마지막 대화를 다시 열람합니다.,Voir la dernière conversation de {0}.,{0}の最後の会話を回想します。,重新浏览{0}的最后一次对话。,重新瀏覽{0}的最後一次對話。
UI/StoryReplay/FriendShip/LastTitle,Text,,마지막 대화,Dernière conversation,最後の会話,最后一次对话,最後一次對話
UI/StoryReplay/FriendShip/Title,Text,,인연,Amitié,絆,羁绊,羈絆
UI/StoryReplay/MainStory/CasinoDLCLockDesc,Text,,하이 롤러 추가 컨텐츠 보유 및 DLC 스토리 진행,Déverrouillé après avoir obtenu le DLC High Roller et progressé dans son histoire.,ハイローラーDLC所持及びDLCストーリーをプレイ,拥有豪赌客追加内容及进行DLC剧情,擁有豪賭客追加內容及進行DLC劇情
UI/StoryReplay/MainStory/JohanStoryLockDesc,Text,,요한 스토리 진행,Continuer l'histoire de Johan,ヨハンのストーリーを進行する。,进行约翰剧情,進行約翰劇情
UI/StoryReplay/MainStory/SubTitle,Text,,메인 스토리를 다시 열람할 수 있습니다.,Rejouer l'histoire principale.,メインストーリーをもう一度見られます。,可以重新浏览主线剧情。,可以重新瀏覽主線劇情。
UI/StoryReplay/MainStory/SwimDLCLockDesc,Text,,서머 트와일라잇 추가 컨텐츠 보유 및 DLC 스토리 진행,Obtenez le DLC Summer Twilight et progressez dans son histoire.,サマートワイライトDLC所持及びDLCストーリーをプレイ,拥有夏日黄昏追加内容及进行DLC剧情,擁有夏日黃昏追加內容及進行DLC劇情
UI/StoryReplay/MainStory/Title,Text,,메인 스토리,Histoire principale,メインストーリー,主线剧情,主線劇情
UI/StoryReplay/MemoryPieces/Betrayal,Text,,배신,Trahison,裏切り,背叛,背叛
UI/StoryReplay/MemoryPieces/Journal1,Text,,테스트 보고,Rapport de test,テスト報告,测试报告,測試報告
UI/StoryReplay/MemoryPieces/Journal1_Sub,Text,,클라인이 녹음한 음성기록.,Un message vocal enregistré par Clyne.,クラインの音声記録,克莱因录音的音频记录。,克萊因錄音的音訊記錄。
UI/StoryReplay/MemoryPieces/Journal2,Text,,프로젝트 진행 상황,Progression du projet,プロジェクトの進行状況,项目进展,專案進度
UI/StoryReplay/MemoryPieces/Journal3,Text,,프로젝트 소개,Présentation du projet,プロジェクトの紹介,项目介绍,項目介紹
UI/StoryReplay/MemoryPieces/Journal4,Text,,따스한 날!,Une journée chaleureuse !,暖かい日！,温暖的一天！,溫暖的一天！
UI/StoryReplay/MemoryPieces/Journal5,Text,,66as7JWI과 함께!,Avec 66as7JWI !,66as7JWIと共に！,和66as7JWI一起！,和66as7JWI一起！
UI/StoryReplay/MemoryPieces/LucyOldDiary,Text,,루시의 오래된 일기장,L'ancien journal de Lucy,ルシーの古い日記帳,露西的旧日记本,露西的舊日記本
UI/StoryReplay/MemoryPieces/MoveRecord,Text,,기록물 이동,Journal des déplacements,記録移動,移动记录,移動記錄
UI/StoryReplay/MemoryPieces/Newspaper,Text,,"이상기후 지속... ""슈퍼 빙하기""온다",Les anomalies climatiques persistent... « Le Super Âge glaciaire » approche.,続く異常気象…「スーパー氷河期」,异常气候持续…“超级冰河期”来袭,異常氣候持續…「超級冰河期」來襲
UI/StoryReplay/MemoryPieces/OldDiary,Text,,낡은 일지,Ancien journal,古い日誌,破旧的日志,破舊的日誌
UI/StoryReplay/MemoryPieces/RecordOn,Text,,기록물 보기,Voir les archives,記録の確認,查看记录,查看記錄
UI/StoryReplay/MemoryPieces/SubTitle,Text,,"사진과 음성, 영상기록이 저장되어 있습니다.","Les images, enregistrements vocaux et vidéos sont sauvegardés ici.",写真と音声、映像記録が保存されています。,保存着照片、音频和视频记录。,保存著照片、音​​訊和視訊記錄。
UI/StoryReplay/MemoryPieces/Title,Text,,기록물 보기,Voir les archives,記録の確認,查看记录,查看記錄
UI/StoryReplay/NewAlarm,Text,,확인하지 않은 기록물이 있습니다.,Des archives n'ont pas encore été consultées.,まだ確認してない記録があります。,您有未查看的记录。,您有未檢視的記錄。
UI/StoryReplay/NonSelect,Text,,선택된 항목이 없습니다.,Aucun élément sélectionné.,選択された項目がありません。,您还未选择任何项目。,您尚未選擇任何項目。
UI/StoryReplay/NotAvailable,Text,,아직 사용할 수 없습니다.,Cet objet ne peut pas encore être utilisé.,まだ使用できません。,当前无法使用。,目前無法使用。
UI/StoryReplay/Password/Unlock,Text,,해금되었습니다.,Déverrouillé.,解禁しました。,已解禁。,已解禁。
UI/StoryReplay/Password/UsedPassword,Text,,이미 사용된 패스워드입니다.,Ce mot de passe a déjà été utilisé.,使用済みのパスワードです。,该密码已被使用。,該密碼已被使用。
UI/StoryReplay/PrefabLock,Text,,잠긴 파일입니다.,Fichier verrouillé.,ロックされたファイルです。,该文件已被锁定。,該文件已被鎖定。
UI/StoryReplay/Record/AfterWorld_Lock,Text,,프로젝트 종료 및 아자르를 제외한 모든 황금 인연의 증표 획득 시 해금,"Déverrouillé lorsque le Projet est terminé et que tous les Jetons d'or de l'amitié ont été obtenus, sauf celui d'Azar.",プロジェクト終了及びアザール以外の全黄金の絆の証票を獲得すると解禁。,项目结束并获得除阿扎尔外的所有黄金信物时解禁,計畫結束並獲得除阿扎爾外的所有黃金信物時解禁
UI/StoryReplay/RecordTitle,Text,,기록,Archives,記録,记录,記錄
UI/StoryReplay/Record_1,Text,,현실,Le monde réel,現実,现实,現實
UI/StoryReplay/Record_2,Text,,가상세계 시작,Début du monde virtuel,仮想世界の始まり,虚拟世界的开始,虛擬世界的開始
UI/StoryReplay/Record_3,Text,,루프 이후,Après la boucle,ループ以後,循环以后,循環以後
UI/StoryReplay/Record_4,Text,,훼손된 기록물,Archives endommagées,破損した記録,损坏的记录,損壞的記錄
UI/StoryReplay/Record_5,Text,,개변된 세계,Le monde changé,改変された世界,改变后的世界,改變後的世界
UI/StoryReplay/Replay,Text,,다시보기,Rejouer,リプレイ,回放,回放
UI/StoryReplay/ShowAll,Text,,모두보기,Tout afficher,全部見る。,查看全部,查看全部
