Key,Type,Desc,Korean,English,Japanese,Chinese,Chinese-TW [zh-tw],
SimpleCampDialogue/CampDial_Red_Joey_Dialogues_0,Text,,[B]볼수록 신기한 힘이네.,"[B]Plus je les observe, plus ces pouvoirs m'intéressent...",[B]本当に不思議な力だな。,[B]这个力量越看越神奇。,[B]這個力量越看越神奇。,
SimpleCampDialogue/CampDial_Red_Joey_Dialogues_1,Text,,[B]잠깐 연구에 협조해줄 수 있냐?,[B]Pourriez-vous coopérer gentiment au nom de la recherche ?,[B]ちょっと研究に協力してくれよ。,[B]能稍微让我研究一下吗？,[B]能稍微讓我研究一下嗎？,
SimpleCampDialogue/CampDial_Red_Joey_Dialogues_2,Text,,[A]우리한테 손 대기만 해 봐!,[A]N'ose surtout pas nous toucher !,[A]ダメ、絶対にダメ。,[A]你敢碰我们两个试试！,[A]你敢碰我們兩個試試！,
SimpleCampDialogue/CampDial_Red_Johan_Dialogues_0,Text,,[B]그렇게 앞에서 서성거리다 제 화살에 맞아도 모릅니다.,"[B]Si tu continues à marcher devant moi, une flèche perdue risque de te toucher dans le dos.",[B]そんなに出しゃばると矢に当たりますよ？,[B]你这样在前面晃来晃去，搞不好会中我的箭。,[B]你這樣在前面晃來晃去，搞不好會中我的箭。,
SimpleCampDialogue/CampDial_Red_Johan_Dialogues_1,Text,,[A]아! 완전 사심 가득한데? 다들 뒤통수 조심해!!,"[A]Qu'est-ce que tu viens de dire, sale type ? Surveillez vos arrières, tout le monde !!",[A]え、マジで？みんな、こいつに注意してー！,[A]哇！这么可怕的吗？你们都小心后脑勺啊！！,[A]哇！這麼可怕的嗎？你們都小心後腦勺啊！ ！,
SimpleCampDialogue/CampDial_Red_Lian_Dialogues_0,Text,,"[A]노도와 같은 공격은 좋지만, 방어도 그만큼 중요하다.","[A]Ton attaque est excellente, mais la défense est tout aussi importante.",[A]波状攻撃とかもいいけど、防御も大事だからな？,[A]凶猛的攻击是很好，但是防御也同样重要。,[A]兇猛的攻擊是很好，但是防禦也同樣重要。,
SimpleCampDialogue/CampDial_Red_Lian_Dialogues_1,Text,,[B]괜찮아~ 셀레나가 있으니까!,[B]Ça va~ Selena peut me couvrir !,[B]大丈夫～セレナいるし！,[B]没关系~我有赛琳娜！,[B]沒關係~我有賽琳娜！,
SimpleCampDialogue/CampDial_Red_Miss_Dialogues_0,Text,,[B]더워...,[B]Il fait tellement chaud...,[B]暑い...,[B]好热...,[B]好熱...,
SimpleCampDialogue/CampDial_Red_Miss_Dialogues_1,Text,,[A]......,[A]......,[A]......,[A]......,[A]...,
SimpleCampDialogue/CampDial_Red_Miss_Dialogues_2,Text,,[B]아~ 더워...,[B]Ah~ il fait chaud...,[B]ああ～暑いぃぃぃ...,[B]啊~好热...,[B]啊~好熱...,
SimpleCampDialogue/CampDial_Red_Miss_Dialogues_3,Text,,[A]눈치 줘도 어쩔 수 없다고! 태양은 뜨겁단 말이야!,[A]Je n'y peux rien ! Le soleil ne m'a jamais dérangée de toute façon !,[A]しょうがないだろ！太陽なんだし！,[A]给我使眼色也没有用！太阳就是很热啊！,[A]給我使眼色也沒有用！太陽就是很熱啊！,
SimpleCampDialogue/CampDial_Red_Narhan_Dialogues_0,Text,,[A]너희 둘은... 항상 같은 생각을 하는군.,[A]Vous deux... vous pensez toujours la même chose.,[A]お前たち双子は...いつも同じ思いでいるのだな。,[A]你们俩的想法...总是很像。,[A]你們兩個的想法...總是很像。,
SimpleCampDialogue/CampDial_Red_Narhan_Dialogues_1,Text,,[B]쌍둥이니까 당연하지.,"[B]Bien sûr. Nous sommes jumelles, après tout.",[B]双子だから当たり前だろ！,[B]当然了，我们可是双胞胎。,[B]當然了，我們可是雙胞胎。,
SimpleCampDialogue/CampDial_Red_Phoenix_Dialogues_0,Text,,[B]너도 불을 다루는구나!,"[B]Toi aussi, tu utilises le feu !",[B]お前も火を使うのか！,[B]原来你也用火啊！,[B]原來你也用火！,
SimpleCampDialogue/CampDial_Red_Phoenix_Dialogues_1,Text,,[A]그냥 불이 아니야. 태양불이지!,[A]Ce n'est pas juste du feu. C'est le FEU DU SOLEIL !,[A]ただの火じゃない、太陽の力だよ！,[A]这不是一般的火，是太阳的火！,[A]這不是一般的火，是太陽的火！,
SimpleCampDialogue/CampDial_Red_Phoenix_Dialogues_2,Text,,[B]나는 전설의 새 피닉스야!,"[B]Je suis l'oiseau légendaire, PHOENIX !",[B]こっちは伝説のフェニックス様だ!,[B]我就是传说中的百鸟之王，凤凰！,[B]我就是傳說中的百鳥之王，鳳凰！,
SimpleCampDialogue/CampDial_Red_Phoenix_Dialogues_3,Text,,[A]이거 대화가 이어진 거 맞아?,[A]C'est quoi cette conversation ?,[A]...あたしの話、聞いてた?,[A]这个对话是不是有点跳跃？,[A]這個對話是不是有點跳躍？,
SimpleCampDialogue/CampDial_Red_Priest_Dialogues_0,Text,,[B]남쪽의 먼 나라에서는 태양신을 섬긴다고 하죠.,[B]On dit que les pays du grand sud vénèrent le dieu du soleil.,[B]遠い南の国では太陽神の信仰があると聞きました。,[B]听说南方的某个遥远的国家，信奉太阳神。,[B]聽說南方的某個遙遠的國家，信奉太陽神。,
SimpleCampDialogue/CampDial_Red_Priest_Dialogues_1,Text,,[A]그래? 내가 곧 태양이나 다름없으니 나는 신인가?,[A]Vraiment ? Ça veut dire que je suis une déesse ?,[A]そう？それじゃあたし、神様なの？,[A]是嘛？那我就是神了？,[A]是嘛？那我就是神了？,
SimpleCampDialogue/CampDial_Red_Priest_Dialogues_2,Text,,[B]......,[B]......,[B]......,[B]......,[B]...,
SimpleCampDialogue/CampDial_Red_Silver_Dialogues_0,Text,,[B]그 눈부신 것좀 어떻게 못 하나?,[B]Tu ne peux rien faire contre cette lumière ?,[B]あのピカピカ光るの、何とかならねえのか？,[B]能不能稍微控制一下你的光？,[B]能不能稍微控制一下你的光？,
SimpleCampDialogue/CampDial_Red_Silver_Dialogues_1,Text,,[B]조준경이 반사되서 쏘질 못 하겠네.,[B]Elle m'aveugle complètement dans ma lunette.,[B]スコープが使えねえよ。,[B]瞄准镜反光，搞得我都没办法瞄准了。,[B]瞄準鏡反光，搞得我都沒辦法瞄準了。,
SimpleCampDialogue/CampDial_Red_Silver_Dialogues_2,Text,,[A]괜찮아! 내가 당신 몫까지 공격할게!,[A]Ça va ! Je frapperai pour deux personnes !,[A]大丈夫！あたしがあんたの分まで頑張るから！,[A]没关系！你的这份攻击力我替你出了！,[A]沒關係！你的這份攻擊力我替你出了！,
SimpleCampDialogue/CampDial_Red_Sizz_Dialogues_0,Text,,"[A]이브 좀 빌려줄래? 하아, 귀엽다.","[A]Je peux emprunter Eve ? Ohh, elle est trop mignonne.",[A]ちょっとイブ貸してくれない？ふわぁ...可愛いな...,[A]能把伊芙借给我吗？嗨呀，好可爱。,[A]能把伊芙借給我嗎？嗨呀，好可愛。,
SimpleCampDialogue/CampDial_Red_Sizz_Dialogues_1,Text,,"[B]너, 너무 난폭하게는...",[B]P-Pas si brutalement...,[B]あ、あまり乱暴には...,[B]别，别太粗暴...,[B]別，別太粗暴...,
SimpleCampDialogue/CampDial_Red_Sizz_Dialogues_2,Text,,"[A]앗, 미안... 조금 타버렸어.","[A]Ah, désolée... elle est un peu brûlée.",[A]あ、ごめん...ちょっと焦げた。,[A]啊，对不起...烧掉了一点点。,[A]啊，對不起...燒掉了一點點。,
SimpleCampDialogue/CampDial_Red_Sizz_Dialogues_3,Text,,[B]흐아앙! 안 돼~!,[B]Non ! Nooon~ !!!,[B]うわぁん！やめて～！,[B]呜呜呜！不可以~!,[B]嗚嗚嗚！不可以~!,
SimpleCampDialogue/CampDial_Red_Trisha_Dialogues_0,Text,,[B]신중하게 행동해. 괜한 불똥 튀기지 말고.,[B]Tu peux arrêter d'éclabousser du feu partout ?,[B]あまり熱くならず、冷静に、慎重に行動して。,[B]谨慎行动，别误伤了友军。,[B]謹慎行動，別誤傷了友軍。,
SimpleCampDialogue/CampDial_Red_Trisha_Dialogues_1,Text,,[A]내 힘은 불똥을 안 튀길 수가 없는데...,[A]Je ne peux pas vraiment y faire grand-chose...,[A]ごめん、それ無理。,[A]我的力量没办法不误伤...,[A]我的力量沒辦法不誤傷...,
SimpleCampDialogue/CampDial_Silever_Lian_Dialogues_0,Text,,[A]최근 조사단원에 들어오는 신입이 줄어든 것 같던데.,[A]Le nombre de nouvelles recrues semble diminuer ces derniers temps.,[A]最近、調査団の新入りが減ってるみたいだな。,[A]最近进入调查团的新人好像变少了。,[A]最近進入調查團的新人好像變少了。,
SimpleCampDialogue/CampDial_Silever_Lian_Dialogues_1,Text,,"[B]궂은일이니까, 기피하려는 것도 당연하지.",[B]C'est un travail difficile. Il est normal de vouloir l'éviter.,[B]まあ、厳しい仕事だし、しょうがない。,[B]毕竟是很辛苦的活，不想做也很正常。,[B]畢竟是很辛苦的活，不想做也很正常。,
SimpleCampDialogue/CampDial_Silever_Lian_Dialogues_2,Text,,[A]교육은 확실하게 해줘. 유능한 신입이 늘어야 우리 부담이 줄어드니까.,[A]Assure-toi qu'ils soient bien formés. Je veux qu'ils allègent notre charge.,[A]頼むぜ、有能な奴が入れば俺たちも助かるからな。,[A]你可要好好教育他们，多一些有能力的新人，才能减轻我们的负担。,[A]你可要好好教育他們，多一些有能力的新人，才能減輕我們的負擔。,
SimpleCampDialogue/CampDial_Silever_Pressel_Dialogues_0,Text,,"[A]이봐, 그 지팡이에 못을 몇 개 박으면 공격력이 올라갈 것 같은데.",[A]Je pense qu'ajouter quelques clous à ce bâton augmenterait tes dégâts.,[A]その杖に釘を何本も打てば強くなるんじゃないか？,[A]要是在你的手杖上钉几颗钉子，肯定能提升攻击力。,[A]如果在你的手杖上釘幾顆釘子，一定能提升攻擊力。,
SimpleCampDialogue/CampDial_Silever_Pressel_Dialogues_1,Text,,[B]그럴까요? 시험 삼아 당신의 머릴 치게 해준다면 기꺼이 해볼 의향이 있어요.,[B]Tu crois ? Ça me va si tu acceptes de me servir de cobaye.,[B]そうしましょうか。あなたの頭で実験してみましょう。,[B]是吗？如果你愿意拿你的头做实验，我倒是愿意试试看。,[B]是嗎？如果你願意拿你的頭做實驗，我倒是願意試試看。,
SimpleCampDialogue/CampDial_Silever_Pressel_Dialogues_2,Text,,[A]...역시 없던 일로 하지.,[A]...Oublie.,[A]...悪ィ、なかったことにしてくれ。,[A]......当我什么都没说。,[A]...當我什麼都沒說。,
SimpleCampDialogue/CampDial_Silever_Pressel_Dialogues_3,Text,,[B]후훗.,[B]rire discret,[B]ふふっ。,[B]呵呵。,[B]呵呵。,
SimpleCampDialogue/CampDial_Silver_Hein_Dialogues_0,Text,,[A]증오로만 가득한 인생은 괴롭지.,[A]Une vie remplie de haine est douloureuse.,[A]憎悪に満ちた人生は...苦しいんじゃねえのか？,[A]被仇恨充斥的人生总是很辛苦。,[A]被仇恨充斥的人生總是很辛苦。,
SimpleCampDialogue/CampDial_Silver_Huz_Dialogues_0,Text,,[A]치유력은 확실하지만... 맞으면서 치유되니 기분이 묘하단 말이지.,"[A]C'est effectivement curatif, mais... C'est étrange d'être soigné à coups de fouet.",[A]性能は折り紙付きなんだろうが...鞭ってのはちょっとな...,[A]治疗力确实很强...就是边挨打边治愈的感觉很奇妙。,[A]治療力確實很強...就是邊挨打邊治癒的感覺很奇妙。,
SimpleCampDialogue/CampDial_Silver_Huz_Dialogues_1,Text,,[B]묘한 취향에 눈 뜨지 않게 조심하라고.,[B]Fais attention à ne pas éveiller un fétiche étrange.,[B]ヘンな趣味に目覚めないように気を付けてねー。,[B]可不要太享受哦，养成奇怪的癖好可不好。,[B]可不要太享受哦，養成奇怪的癖好可不好。,
SimpleCampDialogue/CampDial_Silver_Sizz_Dialogues_0,Text,,"[A]네 인형이 미끼가 되어 적을 유인하면, 내가 쏴서 떨어뜨리는 거지.",[A]Et si tu utilisais ta poupée comme appât ? J'abattrai tous les ennemis qu'elle attirera.,[A]お前の人形が囮になって、俺が撃つ。完璧だな。,[A]让你的伊芙做诱饵去引诱敌人，然后我来把他们射下来。,[A]讓你的伊芙當誘餌去引誘敵人，然後我來把他們射下來。,
SimpleCampDialogue/CampDial_Silver_Sizz_Dialogues_1,Text,,"[B]이, 이브를 미끼로 쓰지 마세요...",[B]N-N'utilise pas Eve comme appât...,[B]イ、イブを囮に使わないでください...,[B]不，不要拿伊芙当诱饵...,[B]不，不要拿伊芙當誘餌...,
SimpleCampDialogue/CampDial_Sizz_Charon_Dialogues_0,Text,,[A]그 인형 네가 만든거야? 너무 귀여워!,[A]C'est toi qui as fabriqué cette poupée ? Elle est tellement mignonne !,[A]その人形、手作りなの？可愛い！,[A]这个人偶是你做的吗？好可爱啊！,[A]這個人偶是你做的嗎？好可愛啊！,
SimpleCampDialogue/CampDial_Sizz_Charon_Dialogues_1,Text,,"[B]방주에 돌아가면, 카론것도 만들어 드릴까요?","[B]Quand nous retournerons à l'Arche, tu veux que je t'en fabrique une, Charon ?",[B]アークに戻ったら、作ってあげましょうか？,[B]等我们回到方舟，也帮你做一个吧？,[B]等我們回到方舟，也幫你做一個吧？,
SimpleCampDialogue/CampDial_Sizz_Charon_Dialogues_2,Text,,[A]좋아!,"[A]Oui, s'il te plaît !",[A]うん！ありがとう！,[A]太好了！,[A]太好了！,
SimpleCampDialogue/CampDial_Sizz_Iron_Dialogues_0,Text,,[A]갑옷은 바느질로 고칠 수가 없어요...,[A]Ton armure ne peut pas être réparée avec de la couture...,[A]鎧は裁縫では直せないですね...,[A]铠甲可没有办法用针线缝补呀...,[A]鎧甲可沒辦法用針線縫補呀...,
SimpleCampDialogue/CampDial_Sizz_Iron_Dialogues_1,Text,,[B]걱정 마. 이 갑옷이 부서질 일은 없을 테니까.,[B]Ne t'inquiète pas. Cette armure ne se brisera jamais.,[B]心配するな。この鎧は易々とは砕けん。,[B]别担心，这个铠甲绝对不会破的。,[B]別擔心，這個鎧甲絕對不會破的。,
SimpleCampDialogue/CampDial_Sizz_Pressel_Dialogues_0,Text,,"[A]프레셀, 신이 정말 존재할까요...?","[A]Pressel, est-ce que Dieu existe vraiment... ?",[A]プレッセル、神様って本当に存在するのでしょうか...？,[A]普瑞斯特，这世界上真的有神吗？,[A]普瑞斯特，這世界上真的有神嗎？,
SimpleCampDialogue/CampDial_Sizz_Pressel_Dialogues_1,Text,,[B]물론이죠. 신은 언제나 저희들을 지켜보고 있습니다.,[B]Bien sûr. Dieu veille toujours sur nous.,[B]もちろんです。主はいつでも私たちを見守ってくださっています。,[B]当然了，神永远在注视着我们。,[B]當然了，神永遠在看著我們。,
SimpleCampDialogue/CampDial_Sizz_Pressel_Dialogues_2,Text,,"[B]지금 이 순간에도, 보세요, 시즈 씨의 등 뒤에...","[B]Même maintenant, regarde, derrière toi...",[B]ほら、今もシズさんの後ろに...,[B]就像现在，你看，在西斯的背后...,[B]就像現在，你看，在西斯的背後...,
SimpleCampDialogue/CampDial_Sizz_Pressel_Dialogues_3,Text,,"[A]왜, 왜 갑자기 호러 영화가 된 건가요!?","[A]Pourquoi, pourquoi c'est soudain devenu un film d'horreur ?!",[A]急にホラーになった！？,[A]这，怎么回事，怎么突然变成恐怖片了！？,[A]這，怎麼回事，怎麼突然變成恐怖片了！ ？,
SimpleCampDialogue/CampDial_Sizz_Trisha_Dialogues_0,Text,,"[A]트리샤, 파로스 교단엔 어떻게 잠입했던 건가요?","[A]Trisha, comment as-tu infiltré l'Ordre de Pharos ?",[A]トリーシャ、パロス教にはどうやって潜入したんですか？,[A]特丽莎，你是怎么潜入法洛斯教团的？,[A]特麗莎，你是怎麼潛入法洛斯教團的？,
SimpleCampDialogue/CampDial_Sizz_Trisha_Dialogues_1,Text,,[B]...기업 비밀이야.,[B]...C'est une information confidentielle.,[B]...企業秘密。,[B]......这是商业机密。,[B]...這是商業機密。,
SimpleCampDialogue/CampDial_Trisha_Joey_Dialogues_0,Text,,[A]콜록. 복면 안으로 가스가 들어와서 괴로워.,[A]tousse Le gaz a fui dans mon masque et ça fait mal.,[A]こほこほっ...フードをかぶってもガスが...,[A]咳咳，毒气进到面纱里了，好难受。,[A]咳咳，毒氣進到面紗裡了，好難受。,
SimpleCampDialogue/CampDial_Trisha_Joey_Dialogues_1,Text,,[B]방독면 빌려줄까?,[B]Tu veux emprunter un masque à gaz ?,[B]ガスマスク、いるか？,[B]要不要把我的防毒面罩借给你？,[B]要不要把我的防毒面罩借給你？,
SimpleCampDialogue/CampDial_Trisha_Silver_Dialogues_0,Text,,"[A]허공에 총질 좀 그만해 실버 스틴, 적에게 위치를 들킨다고.","[A]Arrête de tirer dans le vide, Silverstein. Tu révèles notre position.",[A]シルバースタイン、無駄弾を撃たないで。敵にバレるわ。,[A]西尔弗斯坦，你能别总对着空气开枪吗？你这样会暴露我们的位置。,[A]西爾弗斯坦，你能別總對著空氣開槍嗎？你這樣會暴露我們的位置。,
SimpleCampDialogue/CampDial_Trisha_Silver_Dialogues_1,Text,,"[B]허공에 총을 쏘는게 아니야, 은신한 적을 쏜거라고.",[B]Je ne tire pas dans le vide. Ils sont simplement doués pour esquiver mes tirs.,[B]無駄弾じゃねえ！隠れた敵を撃ってるんだよ！,[B]我没有对着空气开枪，我在射隐身的敌人。,[B]我沒有對著空氣開槍，在射隱身的敵人。,
Skill/ES_DefultAttack_Name,Text,,작업 중 일러,Travail en cours,作業中のイラスト,立绘正在制作中,立繪正在製作中,
Skill/S_AcidFlask_Name,Text,,부식,Corrosion,腐蝕,腐蚀,腐蝕,
Skill/S_AllyDoll_0_Description,Text,,"시전 시 이번 턴 간 비용 1로 한 번 더 시전할 수 있습니다.
자신의 체력이 0 이하일 경우 사용 불가.","Peut être utilisée 1 fois supplémentaire ce tour-ci pour 1 Mana. 
Cette compétence ne peut pas être utilisée si ce personnage a 0 PV ou moins.","使用するとこのターンの間にコスト1でもう一回使用できる。
自分の体力が0以下の時には使用不可。","释放时可在本回合内以1点费用再次释放。
自身体力值小于1点时无法使用。","釋放時可於本回合內以1點費用再次釋放。
自身體力值小於1點時無法使用。",
Skill/S_AllyDoll_0_Name,Text,,회복,Récupération,回復,恢复,恢復,
Skill/S_Angrydochi_0_Name,Text,,전광 석화,Attaque Rapide,電光石火,电光石火,電光石火,
Skill/S_Animatronics_0_Name,Text,,잡아먹기,Dévorer,食らう,扑食,撲食,
Skill/S_Animatronics_1_Name,Text,,날카로운 손톱,Griffes Acérées,鋭い爪,尖利的指甲,尖銳的指甲,
Skill/S_Armor_0_Name,Text,,힘줄 찌르기,Coup de Surin Déferlant,すじ突き,血管穿刺,血管穿刺,
Skill/S_Armor_1_Name,Text,,반격 찌르기,Contre au Surin,返し突き,反击穿刺,反擊穿刺,
Skill/S_Armor_2_Name,Text,,꿰뚫기,Percée,貫き,利刃穿透,利刃穿透,
Skill/S_Armor_3_Name,Text,,방패 강타,Coup de Bouclier,シールドバッシュ,盾牌重击,盾牌重擊,
Skill/S_AssassinsTalisman_Description,Text,,"행동 불능 적에게 사용 가능, 대상의 다음 받는 피해를 30% 증가시킵니다.",Peut être utilisée sur les ennemis affectés par un affaiblissement de Contrôle. La cible subit 30 % de dégâts supplémentaires lors de la prochaine attaque.,行動不能状態の敵に使用できる。ターゲットが次に受けるダメージを30%アップさせる。,可以对无法行动的敌人使用，目标下一次所受伤害增加 30%。,可以對無法行動的敵人使用，目標下一次所受傷害增加 30%。,
Skill/S_AssassinsTalisman_Name,Text,,암살자의 부적,Talisman de l'Assassin,暗殺者のタリスマン,暗杀者符咒,暗殺者符咒,
Skill/S_Azar_0_Description,Text,,이 스킬의 위 아래에 있는 스킬에 환영검 버프를 부여합니다.,Les compétences au-dessus et en dessous de cette compétence gagnent une amélioration Épée Illusoire.,このスキルの上と下にあるスキルに幻影の刃効果を与える。,给位于此技能的上方及下方的技能赋予幻影剑增益。,給位於此技能的上方及下方的技能賦予幻影劍增益。,
Skill/S_Azar_0_Name,Text,,환검술 초식,Entaille,幻影剣術,唤影术第一式,喚影術第一式,
Skill/S_Azar_10_Description,Text,,"이 스킬에 환영검 버프가 있으면, 두 번 시전합니다.",Cette compétence est lancée deux fois si elle possède une amélioration Épée Illusoire.,このスキルに幻影の刃効果がある場合、もう一度発動する。,当此技能附带幻影剑增益时，释放两次。,當此技能附帶幻影劍增益時，釋放兩次。,
Skill/S_Azar_10_Name,Text,,초승달 베기,Entaille Croissante,三日月切り,新月斩,新月斬,
Skill/S_Azar_11_Description,Text,,"손에 있는 스킬 1개에 <b>환영검 버프</b>를 부여합니다.
환영검 버프는 손 맨 위에서부터, 환영검 버프가 없는 스킬에 순서대로 부여됩니다.","Applique une amélioration Épée Illusoire à 1 compétence dans votre main. 
L'amélioration est appliquée à la compétence la plus haute qui ne possède pas déjà une amélioration Épée Illusoire.","手札のスキル1個に<b>幻影の刃</b>効果を与える。
幻影の刃効果は手札の一番上から順に、幻影の刃効果を持たないスキルへ与えられる。","给手中最上面的1个技能添加<b>幻影剑增益</b>。
若目标技能已带有<b>幻影剑增益</b>则向下顺延。","給手中最上面的1個技能加上<b>幻影劍增益</b>。
若目標技能已帶有<b>幻影劍增益</b>則向下順延。",
Skill/S_Azar_11_Name,Text,,빛나는 검기,Aura Étincelante,光る剣気,光辉剑气,光輝劍氣,
Skill/S_Azar_12_Name,Text,,이기어검,Épée Dansante,飛剣術,以气御剑,以氣御劍,
Skill/S_Azar_13_0_Description,Text,,환영검 2개를 생성합니다.,Crée 2 Épées Illusoires dans votre main.,幻影の刃を2個作成する。,生成2个幻影剑。,生成2個幻影劍。,
Skill/S_Azar_13_0_Name,Text,,환영검 생성,Invocation des Épée Illusoire,幻影の刃召喚,生成幻影剑,生成幻影劍,
Skill/S_Azar_13_1_Description,Text,,"손에 있는 스킬 2개에 <b>환영검 버프</b>를 부여합니다.
환영검 버프는 손 맨 위에서부터, 환영검 버프가 없는 스킬에 순서대로 부여됩니다.","Applique une amélioration Épée Illusoire à 2 compétences dans votre main. 
L'amélioration est appliquée aux compétences les plus hautes qui ne possèdent pas déjà une amélioration Épée Illusoire.","手札のスキル2個に<b>幻影の刃</b>効果を与える。
幻影の刃効果は手札の一番上から、幻影の刃効果を持たないスキルに与えられる。","给手中最上面的2个技能添加<b>幻影剑增益</b>。
若目标技能已带有<b>幻影剑增益</b>则向下顺延。","給手中最上面的2個技能加上<b>幻影劍增益</b>。
若目標技能已帶有<b>幻影劍增益</b>則向下順延。",
Skill/S_Azar_13_1_Name,Text,,환영검 부여,Appliquer Épée Illusoire,幻影の刃付与,赋予幻影剑,賦予幻影劍,
Skill/S_Azar_13_Description,Text,,"선택
- 환영검 2개를 생성합니다.
- 손에 있는 스킬에 환영검 버프를 2개 부여합니다.","Choisissez l'un des effets suivants :
- Créer 2 Épées Illusoires dans votre main. 
- Ou appliquer Épée Illusoire à 2 compétences dans votre main.","選択
- 幻影の刃を2個作成する。
- 手札のスキルに幻影の刃効果を2回与える。","选择一个效果触发：
- 生成2个幻影剑。
- 为手中的2个技能赋予幻影剑增益。","選擇一個效果觸發：
- 生成2個幻影劍。
- 為手中的2個技能賦予幻影劍增益。",
Skill/S_Azar_13_Name,Text,,환영검 생성,Invocation Spectrale,幻影の刃召喚,生成幻影剑,生成幻影劍,
Skill/S_Azar_13_OnlyTutorial_Description,Text,,환영검 2개를 생성합니다.,Crée 2 Épées Illusoires dans votre main.,幻影の刃を2個作成する。,生成2个幻影剑。,生成2個幻影劍。,
Skill/S_Azar_13_OnlyTutorial_Name,Text,,환영검 생성,Appel de l'Épée Illusoire,幻影の刃召喚,生成幻影剑,生成幻影劍,
Skill/S_Azar_1_Description,Text,,"내 손에 있는 환영검 스킬의 수 만큼 환영검 스킬을 생성합니다.
내 손에 스킬이 가득 차면 더 이상 환영검 스킬을 생성하지 않습니다.","Crée un nombre d'Épées Illusoires égal au nombre d'Épées Illusoires dans votre main. 
S'arrête lorsque votre main est pleine.","手札にある「幻影の刃」スキルの数分「幻影の刃」を作成する。
手札がいっぱいになるとそれ以上は作成しない。
","根据手中幻影剑的数量生成相同数量的幻影剑。
若手中的技能数量达到上限，则停止生成幻影剑。","根據手中幻影劍的數量生成相同數量的幻影劍。
若手中的技能數量達到上限，則停止生成幻影劍。",
Skill/S_Azar_1_Name,Text,,승천참,Lame Ascendante,昇天斬,升天斩,升天斬,
Skill/S_Azar_2_Description,Text,,"환영검 버프가 부여된 스킬의 비용만큼 적 전체에게 환영검을 시전합니다.
만약 적이 혼자라면 시전되는 환영검은 치명타로 적중합니다.","Lance Épée Illusoire sur tous les ennemis un nombre de fois égal au coût total des compétences avec l'amélioration Épée Illusoire. 
Les Épées Illusoires infligent des Coups Critiques s'il n'y a qu'un seul ennemi.","幻影の刃効果が与えられたスキルのコスト分と同じ回数、敵全体を幻影の刃で攻撃する。
敵が1体である場合、全ての幻影の刃がクリティカルになる。","根据手中附带幻影剑增益的技能费用总和，向所有敌人追加释放相应数量的幻影剑。
若只有一个目标，追加释放的幻影剑将以暴击形式命中。","根據手中附帶幻影劍增益的技能費用總和，向所有敵人追加釋放相應數量的幻影劍。
若只有一個目標，追加釋放的幻影劍將以暴擊形式命中。",
Skill/S_Azar_2_Name,Text,,유성검,Pluie d'Étoiles Tranchantes,流星剣,流星剑,流星劍,
Skill/S_Azar_3_Description,Text,,"내 손에 있는 환영검 스킬의 수와 환영검 <b>버프</b> 수를 합한 만큼 추가로 공격합니다.
추가 공격은 회당 &a 의 피해를 입힙니다.",Inflige &a dégâts à répétition pour chaque Épée Illusoire et chaque amélioration Épée Illusoire dans votre main.,"手札の幻影の刃と幻影の刃<b>効果</b>の数だけ敵に追加攻撃する。
追加攻撃は&aダメージを与える。","根据手中幻影剑技能和幻影剑<b>增益</b>的数量之合追加攻击。
每次攻击造成&a点伤害。","根據手中幻影劍技能與幻影劍<b>增益</b>的數量之和追加攻擊。
每次攻擊造成&a點傷害。",
Skill/S_Azar_3_Name,Text,,환영 일섬,Mirage Foudroyant,幻影一閃,幻影一闪,幻影一閃,
Skill/S_Azar_4_Description,Text,,"선택한 아군이 사용할 수 있는 환영검 1개를 생성합니다.
그 환영검은 적에게 &a 피해를 입힙니다.","Sélectionnez un allié et créez dans votre main une Épée Illusoire qu'il peut utiliser. 
Elle inflige &a dégâts à un ennemi.","選択した味方が使用できる幻影の刃を作成する。
その幻影の刃は敵に&aダメージを与える。","选择1名友军，在手中生成1个该友军可使用的幻影剑。
该幻影剑可造成&a点伤害。","選擇1名友軍，在手中生成1支該友軍可使用的幻影劍。
 該幻影劍可造成&a點傷害。",
Skill/S_Azar_4_Name,Text,,검막,Épée Voilée,ブレイドヴェール,剑幕,劍幕,
Skill/S_Azar_5_Description,Text,,비용이 0인 스킬을 낼 때마다 비용이 감소합니다.,Son coût est réduit chaque fois qu'une compétence coûtant 0 est jouée.,コスト0のスキルを使用する度、コストが減少する。,每次释放费用为0的技能时，此技能的费用减少1点。,每次釋放費用為0的技能時，此技能的費用減少1點。,
Skill/S_Azar_5_Name,Text,,폭검,Frappe Foudroyante,爆剣,雷霆剑,雷霆劍,
