Key,Type,Desc,Korean,English,Japanese,Chinese,Chinese-TW [zh-tw],Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25
Record/Record/WarmDay_Desc,Text,,"따뜻한 햇살 아래서 일광욕을 하고 있는 루시와 그 친구들.
불과 며칠 전까지 추위에 떨며 살아가던 시절이 거짓말처럼 느껴질 정도로, 포근한 날씨를 즐기며 행복한 시간을 보내고 있다.",Lucy et ses amis profitent de la chaleur du soleil. Ils savourent ce temps agréable comme si les jours passés à grelotter de froid n'avaient jamais existé.,"暖かい日差しの下で日光を浴びているルシーと仲間達。
数日前までは寒さで震えていたことがまるで嘘のような、麗らかな一日を満喫している。","在温暖的阳光下享受日光浴的露西和她的朋友们。
他们在风和日丽的天气里尽情享受着幸福的时光，仿佛过去在冰天雪地中瑟瑟发抖的生活只不过是一场梦。","在溫暖的陽光下享受日光浴的露西和她的朋友。
他們在風和日麗的天氣裡盡情享受著幸福的時光，彷彿過去在冰天雪地中瑟瑟發抖的生活只不過是一場夢。",,,,,,,,,,,,,,,,,,
Record/Record/WarmDay_Title,Text,,따스한 날,Une journée ensoleillée,暖かい日,温暖的一天,溫暖的一天,,,,,,,,,,,,,,,,,,
Record/Record/WarmDay_Year,Text,,1년 5월 15일,"Année 1, 15 mai",1年5月15日,1年5月15日,1年5月15日,,,,,,,,,,,,,,,,,,
Record/Record/With66as7JWI_Desc,Text,,"어딘가에서 찍은 사진.
환하게 웃고 있는 금발의 여성과, 수줍어 보이는 안경 쓴 여성이 찍혀 있다.",Une photographie prise dans un lieu non identifié. On y voit une femme blonde au sourire éclatant aux côtés d'une femme à lunettes qui semble plutôt timide.,"どこかで撮られた写真。
にっこりと笑っている金髪の女性と、照れている眼鏡の女性が写っている。","在某处拍摄的照片
照片里是笑容灿烂的金发女人和看起来有些害羞的戴眼镜的女人。","在某處拍攝的照片
照片裡是笑容燦爛的金髮女子和看起來有些害羞的戴眼鏡的女人。",,,,,,,,,,,,,,,,,,
Record/Record/With66as7JWI_Title,Text,,66as7JWI과 함께!,Aux côtés de 66as7JW !,66as7JWIと共に！,和66as7JWI一起！,和66as7JWI一起！,,,,,,,,,,,,,,,,,,
Record/Record/With66as7JWI_Year,Text,,Ç}±ßLw÷ö년 4월 9일,"Année Ç}±ßLw÷ö, 9 avril",Ç}±ßLw÷ö年4月9日,Ç}±ßLw÷ö年4月9日,Ç}±ßLw÷ ö年4月9日,,,,,,,,,,,,,,,,,,
Record/Replay/AzarArchive_Desc,Text,,"숨겨져 있던 비밀 구역, 붉은 황야를 찾은 아자르와 루시.
아자르는 이곳에 남겨져 있던 아카이브에서 마스터를 깨울 단서를 찾는다.
그러나 클라인이 말한 단서는 찾을 수 없었고, 알 수 없는 기억만이 그의 뇌리를 스치는데...
한편, 혼자 남겨진 루시는 가동 중인 아카이브를 보게 되고, 뒤늦게 쫓아온 피닉스와 마주친다.","Azar et Lucy se rendent dans une zone secrète : les Terres Pourpres.
Azar pénètre dans les Archives, abandonnées depuis longtemps, afin d'y chercher des indices sur la manière d'éveiller le Maître.
Cependant, il ne parvient pas à trouver les indices dont Clyne lui avait parlé, et seuls des souvenirs qui ne lui appartiennent pas traversent son esprit...
Restée sans surveillance, Lucy découvre les secrets cachés des Archives. Elle y affronte Phoenix, qui les suivait dans l'ombre.","隠されていた秘密の赤い荒野にたどり着いたアザールとルシー。
アザールはここに残されていたアーカイブからマスターを起こす手がかりを探す。
しかし、クラインが口にした手がかりは見つからず、未知の記憶が彼の脳裏をよぎる。
一方、一人で残されていたルシーは、アザールが起動したままのアーカイブルームへと
入り込んでしまい、そしてそこで二人の後を追っていたフェニックスと対面してしまう。","阿扎尔和露西来到了被隐藏的秘密区域——红色荒野。
阿扎尔来到留下此地的档案馆，想要寻找唤醒管理员的线索。
但他找不到克莱因所说的线索，只有未知的记忆浮现在他的脑海……
另一边，露西看到了正在运行的档案馆，并和姗姗来迟的凤凰相遇。","阿札爾和露西來到了被隱藏的秘密區域——紅色荒野。
阿札爾來到遺留此地的檔案館，想要尋找喚醒管理員的線索。
但他找不到克萊因所說的線索，只有未知的記憶浮現在他的腦海……
另一邊，露西看到了正在運作的檔案館，並和姍姍來遲的鳳凰相遇。",,,,,,,,,,,,,,,,,,
Record/Replay/AzarArchive_Title,Text,,감춰진 진실,Vérités cachées,隠された真実,隐藏的真相,隱藏的真相,,,,,,,,,,,,,,,,,,
Record/Replay/AzarPhoenixDialogue_Desc,Text,,"이것은, 수천 번 넘게 루프하며 겪어온 아자르의 기억.
점점 무의미한 루프에 지쳐가던 아자르는 루시의 성장을 눈여겨 보고, 더 나아가 무언가의 결심을 한다.
피닉스는 그런 아자르에게 경고를 보내지만, 아자르의 마음은 바뀌지 않는다...","Les souvenirs d'Azar après avoir traversé des milliers de boucles. 
Épuisé par ce cycle sans fin et dénué de sens, 
Azar remarque néanmoins l'évolution de Lucy et décide de suivre une nouvelle voie. 
Phoenix tente de le mettre en garde, mais Azar reste inflexible...","これは、何千回ものループを越えてきたアザールの記憶。
意味のないループに疲れ果てたアザールは、
ルシーの成長を目の当たりにして何かを決意する。
フェニックスはそんなアザールに忠告するが、アザールの心は変わらない…。","这是经历了数千次循环的阿扎尔的记忆。
对毫无意义的循环感到厌倦的阿扎尔注意到了露西的成长，他很快下定了决心。
凤凰警告阿扎尔，但他并不打算改变主意……","這是經歷了數千次循環的阿札爾的記憶。
對毫無意義的循環感到厭倦的阿札爾注意到了露西的成長，他很快就下定了決心。
鳳凰警告阿札爾，但他並不打算改變主意……",,,,,,,,,,,,,,,,,,
Record/Replay/AzarPhoenixDialogue_Title,Text,,변하지 않는 풍경,Paysage immuable,変わらない景色,不变的风景,不變的風景,,,,,,,,,,,,,,,,,,
Record/Replay/CasinoDLCStory_Desc,Text,,"자신과 똑같이 생긴 또 하나의 자신, ‘도플갱어’에 대한 진상을 쫓고 있는 나르한.
그리고 루시는 이 자리에 있을 리가 없는 또 하나의 나르한을 만나게 된다.
명백하게 부자연스러운 분위기를 풍기는 나르한은 루시 일행을 어떤 카지노로 초대하고, 그곳에서 타임 셰이드를 걸고 게임을 제안하는데...","Narhan est en quête de la vérité au sujet de son « double », 
une autre version de lui-même qui lui ressemble trait pour trait. 
Lucy tombe par hasard sur cet autre Narhan, qui n'a pourtant aucune raison de se trouver ici. 
Dégageant une aura profondément inquiétante, Narhan invite Lucy dans un casino où les Éclats du Temps sont mis en jeu...","自分と同じ姿をしたもう一人の自分『ドッペルゲンガー』の
真相を追い求めているナールハン。 
そしてルシーはこの場にいるはずのないもう一人のナールハンに出会う。
明らかに怪しい雰囲気を漂わせるもう一人のナールハンは、
ルシー一行をあるカジノに招待し、そこでタイムシェイドを賭けてゲームを提案する…。","纳尔汗正在调查关于他的二重身——那个与他长得一模一样的人的真相。
不久后露西便在扭曲之地遇到了纳尔汗，但他不应该出现在这里。
这个纳尔汗身上明显散发着诡异的气息，他邀请露西一行人前往一座神秘的赌场，并提议以时空之影作为赌注玩一场游戏。","納爾汗正在尋找關於他的分身的真相——另一個和他長得一模一樣的人。
露西隨即遇到了另一個納爾汗，一個不該出現在這裡的人。
納爾汗身上散發著明顯不自然的氣息，他邀請露西一行人去賭場，並提議將時空之影作為賭注玩一場遊戲。",,,,,,,,,,,,,,,,,,
Record/Replay/CasinoDLCStory_Title,Text,,하이 롤러,Joueur invétéré,ハイローラー,豪赌客,豪賭客,,,,,,,,,,,,,,,,,,
Record/Replay/Dream_Desc,Text,,"어둡고 칙칙한 어딘가의 시설...
그곳에서 루시는 이미 죽어 있는 수많은 자기 자신을 마주한다.",Dans un établissement sombre et lugubre... Lucy découvre d'innombrables cadavres d'elle-même.,"暗くて気味悪いどこかの施設…
そこでルシーはすでに死んでいる無数の自分を発見する。","阴暗潮湿的某一处建筑……
在这里，露西看到了无数个死去的自己。","陰暗潮濕的某一棟建築……
在這裡，露西看到了無數個死去的自己。",,,,,,,,,,,,,,,,,,
Record/Replay/Dream_Title,Text,,악몽,Un cauchemar,悪夢,噩梦,惡夢,,,,,,,,,,,,,,,,,,
Record/Replay/EP5_AzarBattleAfter_Desc,Text,,"아자르의 강대한 힘 앞에 무력하게 패배한 루시.
아자르는 루시에게서 큐브를 빼앗으려 하지만, 루시는 필사적으로 큐브를 사수한다.
결국 아자르는 루시의 팔을 잘라가면서까지 큐브를 빼앗지만, 루시는 불굴의 의지로 아자르에게 마지막 일격을 먹이고, 세계는 다시 루프하게 된다.","Incapable de rivaliser avec l'immense puissance d'Azar, Lucy est vaincue sans le moindre espoir. 
Azar tente de lui prendre le cube, mais Lucy le protège de toutes ses forces. Finalement, 
Azar va jusqu'à lui trancher le bras pour s'en emparer. Pourtant, animée d'une volonté inébranlable, 
Lucy parvient à porter un dernier coup à Azar, et le monde replonge une nouvelle fois dans une boucle.","アザールの強大な力の前に、無力にも倒れ伏したルシー。
アザールはルシーからキューブを奪おうとするが、ルシーはキューブを死守しようとする。
ついにアザールはルシーの腕を切り落としてキューブを奪うが、
ルシーは不屈の意志でアザールに致命的な一撃を食らわせ、世界はもう一度ループする。","露西在阿扎尔强大的力量面前无力地败下阵来。
阿扎尔想要从露西手中夺走魔方，但露西死死守着不肯交给他。
最终阿扎尔斩断了露西的手臂，夺走了魔方。然而，露西凭借顽强的意志力给了阿扎尔最后一击，世界又重新开始了循环。","露西在阿札爾強大的力量面前無力地敗下陣來。
阿札爾想要從露西手中奪走魔方，但露西死死守著不肯交給他。
最後阿札爾砍斷了露西的手臂，奪走了魔方。
然而，露西憑藉著頑強的意志力給了阿札爾最後一擊，世界又重新開始了循環。",,,,,,,,,,,,,,,,,,
Record/Replay/EP5_AzarBattleAfter_Title,Text,,바꿀 수 없는 운명,Destin inévitable,変えられない運命,无法改变的命运,無法改變的命運,,,,,,,,,,,,,,,,,,
Record/Replay/EP5_KingDown_Desc,Text,,"수만 번째의 루프. 루시는 언제나처럼 잊혀진 왕을 쓰러뜨리지만, 잊혀진 왕의 모습이 평소와 다르다.
그는 루시를 안아주고, 정체불명의 큐브를 건네준 뒤 시계탑에 가라는 말만 남기고 숨이 끊어진다.
루시는 잊혀진 왕에게서 희미한 기억 속 아빠의 모습을 느끼고, 발걸음을 옮기려던 찰나 의외의 인물과 맞닥뜨리는데...","La plusieurs millième boucle. Comme toujours, Lucy terrasse le Roi Oublié, 
mais celui-ci semble différent des fois précédentes. Il serre Lucy dans ses bras et, dans son dernier souffle, 
lui demande de prendre un mystérieux cube et de se rendre à la Tour de l'Horloge. 
Lucy croit apercevoir l'image de son père se dissiper à travers le Roi Oublié. 
Alors qu'elle s'apprête à partir, une silhouette inattendue apparaît devant elle...","何万回ものループを繰り返すルシーは、いつものように忘れられた王を倒したが、
彼の様子はいつもとは違っていた。彼はルシーを抱きしめ、正体不明のキューブを渡し、
時計塔に向かえと口にして事切れた。ルシーは忘れられた王から
微かな記憶の中にある「パパ」の姿を感じ、その遺志を汲んで時計塔に向かおうとするが、
その途中で意外な人物と出くわしてしまう…。","第X万次循环，露西像往常一样击败了被遗忘的王，但他的样子和平时不太一样。
他拥抱了露西，并将一个神秘的魔方交给她，在交代她带着魔方去启动钟楼后停止了呼吸。
露西在被遗忘的王身上，感受到了记忆中爸爸的样子，正在她准备离开时，一个意外的人物出现在她面前……","第X萬次循環，露西像往常一樣擊敗了被遺忘的王，但他的樣子和平時不太一樣。
他擁抱了露西，並將一個神秘的魔術方塊交給她，在交代她帶著魔術方塊去啟動鐘樓後停止了呼吸。
露西在被遺忘的王身上，感受到了記憶中爸爸的樣子，正在她準備離開時，一個意外的人物出現在她面前……",,,,,,,,,,,,,,,,,,
Record/Replay/EP5_KingDown_Title,Text,,내분,Rébellion,仲間割れ,内讧,內訌,,,,,,,,,,,,,,,,,,
Record/Replay/EP5_PhoenixAwakeLucy_Desc,Text,,"새로운 회차가 시작되고, 루시는 언제나와 같이 잊혀진 땅에서 깨어나지만, 눈 앞에 있는 것은 아자르가 아닌 피닉스였다.
피닉스가 건네준 물약을 마시자 루시의 잃어버린 기억들이 되돌아오고, 큐브를 빼앗겼다는 걸 안 루시는 아자르를 막기 위해 결의를 다진다.","Une nouvelle boucle commence. Comme à chaque fois, Lucy se réveille dans les Terres Oubliées, 
mais cette fois, c'est Phoenix qui l'accueille à la place d'Azar. Après avoir bu la potion que Phoenix lui tend, 
Ses souvenirs perdus commencent à refaire surface. Sachant qu'Azar lui a dérobé le cube, Lucy est déterminée à l'arrêter.","新しい周回が始まり、ルシーはいつものように歪みの地から目を覚ますが、
目の前にいたのはアザールではなくフェニックスだった。
フェニックスが渡したポーションを飲んでルシーは記憶を取り戻し、
キューブを奪われた事に気づいた。ルシーはアザールを止めるために決意を新たにする。","新一轮的调查开始了，露西像往常一样在扭曲之地醒来，但出现在眼前的不是阿扎尔，而是凤凰。
在喝下凤凰递过来的药水后，露西慢慢恢复了失去的记忆，并回想起被夺走的魔方，露西下定决心要阻止阿扎尔。","新一輪的調查開始了，露西像往常一樣在扭曲之地醒來，但出現在眼前的不是阿札爾，而是鳳凰。
在喝下鳳凰遞過來的藥水後，露西慢慢恢復了失去的記憶，並回想起被奪走的魔方，露西下定決心要阻止阿札爾。",,,,,,,,,,,,,,,,,,
Record/Replay/EP5_PhoenixAwakeLucy_Title,Text,,되찾은 기억,Souvenirs retrouvés,取り戻した記憶,找回的记忆,找回的記憶,,,,,,,,,,,,,,,,,,
Record/Replay/EP6_AzarBattleAfter_Desc,Text,,"아자르와 대등한 승부를 펼친 루시. 그러나 결국 마스터가 깨어날 시간이 찾아오고, 아자르는 승부를 끝내지 않은채 작별 인사를 건넨다.
다음 순간, 점멸하는 빛 속에서 아자르는 어떤 환상을 보게 된다.","Azar et Lucy s'affrontent à armes égales. Cependant, lorsque vient l'heure de l'éveil du Maître, 
Azar interrompt le combat et fait ses adieux. L'instant d'après, une étrange vision apparaît dans la lumière vacillante devant lui.","アザールと対等な勝負を繰り広げるルシー。
しかし、マスターの目覚めにより勝負は決まらず、アザールはルシーに最後を告げる。
次の瞬間、点滅する光の中でアザールはある幻想を見る。","露西与阿扎尔打得难分伯仲，然而，管理员醒来的时间很快就到了，还没来得及分出胜负，阿扎尔便向露西道别。
紧接着，在闪烁的光芒中，阿扎尔看到了某种幻想。","露西與阿札爾打得難分伯仲，然而，管理員醒來的時間很快就到了，還沒來得及分出勝負，阿札爾便向露西道別。
緊接著，在閃爍的光芒中，阿札爾看到了某種幻想。",,,,,,,,,,,,,,,,,,
Record/Replay/EP6_AzarBattleAfter_Title,Text,,레플리카,Réplique,レプリカ,复制人,複製人,,,,,,,,,,,,,,,,,,
Record/Replay/EP6_AzarBattleBefore_Desc,Text,,"검은 동공에서 각성의 때를 기다리는 프로그램 마스터. 마스터의 앞에 선 루시와 피닉스를 아자르가 막아선다.
아자르는 그 동안 눈여겨 보았던 루시의 성장을 확인하고 싶다며 진검 승부를 요구한다.
마스터의 힘을 두고 두 사람의 전력이 맞부딪히는데...","Le Maître du Programme attend patiemment son éveil dans les ténèbres. Lucy et Phoenix lui font face, mais Azar leur barre la route. 
Désireux de mesurer les progrès de Lucy, Azar exige un véritable combat à mort. 
Les deux adversaires déchaînent toute leur puissance pour prendre le contrôle du pouvoir du Maître...","真っ暗な空洞で覚醒の時を待つプログラムマスター。
マスターの元に向かうルシーとフェニックスの前に、アザールが立ちはだかる。
アザールはこれまでのルシーの成長を確認したいと口にして、真剣勝負を要求する。
マスターを目の前にして、二人の力のすべてが激突する…！","程序管理员正在黑洞中等待着觉醒的时刻到来。阿扎尔挡在露西和凤凰面前。
阿扎尔提出要和露西一决胜负，一直关注着露西的他，想通过战斗确认露西的成长。
两个人为了争夺管理员的力量，决定全力以赴……","程式管理員正在黑洞中等待著覺醒的時刻到來。阿札爾擋在露西和鳳凰面前。
阿札爾提出要和露西一決勝負，一直注意著露西的他，想透過戰鬥確認露西的成長。
兩個人為了爭奪管理員的力量，決定全力以赴……",,,,,,,,,,,,,,,,,,
Record/Replay/EP6_AzarBattleBefore_Title,Text,,진검 승부,La victoire ou la mort,真剣勝負,一决胜负,一決勝負,,,,,,,,,,,,,,,,,,
Record/Replay/EP6_BeforeAzarMeet_Desc,Text,,"아자르가 있는 장소 앞에 도착한 루시와 피닉스.
마스터를 깨워 루프를 없애고 자신만의 완벽한 세계를 만들려는 아자르를 막아야만 한다.
아자르를 저지하고 현실로 나가기 위한 마지막 싸움이 곧 시작된다.","Lucy et Phoenix atteignent enfin l'endroit où se trouve Azar. 
Quoi qu'il arrive, ils doivent l'empêcher de détruire la boucle et de créer son monde parfait à l'aide du pouvoir du Maître. 
Le combat final pour arrêter Azar et retrouver la réalité commence maintenant.","アザールの居場所の前に到着したルシーとフェニックス。
マスターを起こし、ループを終わらせて完璧な世界を作ろうとする
アザールの野望を食い止めなければならない。
現実世界に出るための、最後の戦いが始まろうとしている。","露西和凤凰来到阿扎尔所在的地方。
他们必须要阻止想要通过唤醒管理员，打造属于自己的完美世界的阿扎尔。
为了阻止阿扎尔，并回到现实世界，他们即将展开最后的战斗。","露西和鳳凰來到阿札爾所在的地方。
他們必須要阻止想要透過喚醒管理員，打造屬於自己的完美世界的阿札爾。
為了阻止阿札爾，並回到現實世界，他們即將展開最後的戰鬥。",,,,,,,,,,,,,,,,,,
Record/Replay/EP6_BeforeAzarMeet_Title,Text,,종막을 향하여,Vers le dénouement,終幕に向かって,进入尾声,進入尾聲,,,,,,,,,,,,,,,,,,
Record/Replay/EP6_MasterDialogue_Desc,Text,,"마침내 깨어난 프로그램 마스터. 마스터와 마주친 순간, 아자르는 진실을 깨닫게 되고 폭주한다.
하지만 마스터는 그런 아자르를 손 하나 까딱하여 불태워 버리고, 아자르는 마지막 순간 루시에게 자기 대신 마스터를 쓰러뜨려 달라는 부탁과 함께 사라지게 된다.","Mais le Maître réduit Azar en cendres d'un simple geste. 
Dans ses derniers instants, Azar supplie Lucy de vaincre le Maître à sa place avant de disparaître.","遂に目覚めたプログラムマスター。
アザールはマスターと向き合った瞬間真実を知り、暴走する。
しかし、たった一回の手振りでアザールを焼き尽くしてしまうマスター。
アザールは最後の瞬間に自分に代わってマスターを倒してくれと
ルシーに懇願しながら消えてしまう。","程序管理员终于醒了过来，在看到管理员的那一刻，领悟到真相的阿扎尔突然暴走。
管理员只是动了一下手指，便将阿扎尔烧死，阿扎尔在最后一刻拜托露西代替自己打败管理员后，彻底消失了。","程式管理員終於醒了過來，在看到管理員的那一刻，領悟到真相的阿札爾突然暴走。
管理員只是動了一下手指，便將阿札爾燒死，阿札爾在最後一刻拜託露西代替自己打敗管理員後，徹底消失了。",,,,,,,,,,,,,,,,,,
Record/Replay/EP6_MasterDialogue_Title,Text,,프로그램 마스터,Le Maître du Programme,プログラムマスター,程序管理员,程式管理員,,,,,,,,,,,,,,,,,,
Record/Replay/FirstClear_Desc,Text,,"힘든 여정 끝에, 마침내 마지막 타임셰이드를 지키는 파수꾼 '잊혀진 왕'을 해치운 루시 일행.
모든 타임셰이드가 모이고 시계탑을 가동할 수 있게 되었지만, 루시는 어딘가 석연치 않은 느낌을 받는다.
한편, 죽은 줄 알았던 잊혀진 왕은 혼자 남은 아자르에게 말을 꺼내는데...","Au terme d'un long périple, Lucy et son groupe parviennent enfin à vaincre le « Roi Oublié », 
gardien du dernier Éclat du Temps. Les Éclats du Temps sont désormais réunis et la Tour de l'Horloge peut être activée. 
Pourtant, Lucy sent que quelque chose ne va pas. Pendant ce temps, le Roi Oublié, que tous croyaient mort, s'entretient en privé avec Azar.","苦難の旅路の末、最後のタイムシェイドを守る「忘れられた王」を倒したルシー達。
全てのタイムシェイドが集まり、時計塔を起動できるようになったが、
ルシーには何となく割り切れないものがあるようだった。
一方、死んだはずの忘れられた王が、アザールへと密かに声をかける…。","经过艰难的旅程，露西一行人终于打倒了守护最后一个时光之影的“被遗忘的王”。
所有的时光之影已经集齐，很快就可以启动钟楼了，但露西却感觉哪里怪怪的。
另一边，本应该死亡的被遗忘的王，对独自留下来的阿扎尔说……","經過艱難的旅程，露西一行人終於打倒了守護最後一個時光之影的『被遺忘的王』。
所有的時光之影已經集齊，很快就可以啟動鐘樓了，但露西卻感覺哪裡怪怪的。
另一邊，本來應該死亡的被遺忘的王，對獨自留下來的阿札爾說……",,,,,,,,,,,,,,,,,,
Record/Replay/FirstClear_Title,Text,,잊혀진 왕,Le Roi Oublié,忘れられた王,被遗忘的王,被遺忘的王,,,,,,,,,,,,,,,,,,
Record/Replay/FirstDie_Desc,Text,,"뒤틀린 땅에서 깨어난 루시. 루시는 자신의 이름 외에 아무것도 기억하지 못한다.
루시를 깨운 것은 '아자르'라고 하는 남자. 그는 '예언의 소녀'에 대해 언급하며, 루시를 '방주'로 데리고 간다.","Lucy se réveille dans les Terres Distordues, ne se souvenant que de son propre nom. 
Celui qui la réveille est un homme nommé « Azar ». 
Il lui parle de la « Fille de la Prophétie » avant de l'emmener vers l'Arche.","歪みの地で目覚めたルシー。ルシーは自分の名前以外のことを覚えていなかった。
ルシーを起こしたのはアザールという男。
彼は「予言の少女」の話をした後、ルシーを「アーク」へ連れて行く。","露西从扭曲之地中醒来，但除了自己的名字，她什么也想不起来。
叫醒露西的是一个叫“阿扎尔”的男人，他讲述了关于“预言少女”的故事，并把露西带到了“方舟”。","露西從扭曲之地醒來，但除了自己的名字，她什麼也想不起來。
叫醒露西的是一個叫「阿札爾」的男人，他講述了關於「預言少女」的故事，並把露西帶到了「方舟」。",,,,,,,,,,,,,,,,,,
Record/Replay/FirstDie_Title,Text,,예언의 소녀,La Fille de la Prophétie,予言の少女,预言少女,預言少女,,,,,,,,,,,,,,,,,,
Record/Replay/FirstLoop_Desc,Text,,"아자르, 리안, 헤인과 함께 뒤틀린 땅으로 내려가 타임셰이드를 수색하는 루시.
모두와 힘을 합쳐 마침내 첫 번째 타임셰이드를 찾아내지만, 파수꾼에게 들켜 전투를 하게 된다.
하나둘씩 쓰러져가는 동료들. 그리고 마지막 순간, 루시는 충격적인 광경을 목격하게 되는데...","Lucy parcourt les Terres Distordues aux côtés d'Azar, 
Lian et Hein à la recherche des Éclats du Temps. 
En unissant leurs forces, ils parviennent enfin à obtenir leur premier Éclat du Temps, 
mais un gardien leur tend une embuscade. Lucy voit ses compagnons tomber les uns après les autres, impuissante. 
Au tout dernier instant, elle est témoin d'un événement bouleversant...","アザール、リーアン、ヘインと共に歪みの地でタイムシェイドを探すルシー。
みんなで力を合わせて最初のタイムシェイドを見つけ出すが、
ガーディアンと遭遇して戦闘になる。
その力に屈し、一人ずつ倒されてゆく仲間達。
最後の瞬間、ルシーは衝撃的な光景を目撃する。","露西决定跟随阿扎尔、莉安、海因一起前往扭曲之地寻找时光之影。
他们齐心协力找出了第一个时光之影，却被守护者发现而卷入了战斗。
同伴一个接一个地倒下，在最后一刻，露西看到令人震惊的一幕……","露西決定跟隨阿札爾、莉安、海因一起前往扭曲之地尋找時光之影。
他們齊心協力找出了第一個時光之影，卻被守護者發現而捲入了戰鬥。
同伴一個接一個倒下，在最後一刻，露西看到令人震驚的一幕……",,,,,,,,,,,,,,,,,,
Record/Replay/FirstLoop_Title,Text,,열두 번째의 모험,La douzième aventure,12回目の冒険,第十二次冒险,第十二次冒險,,,,,,,,,,,,,,,,,,
Record/Replay/Intro_Desc,Text,,"시계탑을 가동하기 위해 타임셰이드를 모으며 나아가는 루시 일행.
하지만 그 여정은 오래가지 않고, 결국에는 피로 물들고 만다.
언제인지 모를 과거의 자신을 바라보는 루시. 그런 루시에게, 다정하면서도 어딘가 섬뜩한 목소리가 들려온다...","Le groupe de Lucy rassemble les Éclats du Temps afin d'activer la Tour de l'Horloge. 
Cependant, leur voyage est de courte durée et finit par être baigné dans le sang. 
Lucy contemple son ancienne personne venue d'un passé inconnu. 
Une voix à la fois chaleureuse et inquiétante résonne alors...","時計塔を起動させるためタイムシェイドを探すルシー達。
しかし、冒険は長く続かず、血に染まった結末を迎えてしまう。
いつなのかさえ分からない過去の自分を見つめるルシー。
そんなルシーの耳に、優しいながらもどこか不気味な声が聞こえてくる。","为了启动钟楼，露西一行人一边收集时光之影一边继续前行。
然而这段旅程并没有持续很久，最终倒在了血泊之中。
露西望着过去的自己，正在这时，传来温柔却又让人毛骨悚然的声音……","為了啟動鐘樓，露西一行人一邊收集時光之影一邊繼續前進。
然而這段旅程並沒有持續很久，最終所有人都倒在了血泊之中。
露西望著過去的自己，就在這時，耳邊傳來溫柔卻又讓人毛骨悚然的聲音……",,,,,,,,,,,,,,,,,,
Record/Replay/Intro_Title,Text,,시작의 기억,Les souvenirs des origines,始まりの記憶,开始的记忆,開始的記憶,,,,,,,,,,,,,,,,,,
Record/Replay/JohanStory_Desc,Text,,"방주의 조사단원 요한은 잃어버린 연인인 앨리스를 찾기 위해 뒤틀린 땅에 내려간다.
그리고 마침내 하얀 무덤에서 앨리스의 단서를 발견하고, 누군가의 그림자를 뒤쫓아가지만...
그 끝에서 요한을 기다리고 있었던 건 앨리스가 아닌, 쥬다스라는 이름의 한 성직자였다.","Johan, membre de l'équipe d'investigation de l'Arche, descend dans les Terres Distordues à la recherche de sa bien-aimée disparue, Alice. 
Lorsqu'il trouve enfin une piste dans le Cimetière Blanc, 
Il se lance à la poursuite d'une silhouette mystérieuse... 
Mais au bout du chemin, ce n'est pas Alice qui l'attend, mais un prêtre nommé Judas.","アークの調査団員ヨハンは、失われた恋人アリスを探すために歪みの地に降り立った。 
そしてついに白い墓地でアリスの手がかりを見つけ、
そこに現れた何者かの影を、淡い期待を抱きながら追いかけるが…
その先にヨハンを待っていたのはアリスではなく、ジューダスという名の聖職者だった。","方舟的调查员约翰，前往扭曲之地寻找失踪的恋人爱丽丝。
终于，他在白色墓地中找到了有关爱丽丝的线索，并看到了熟悉的身影……
然而，等待着约翰的并不是爱丽丝，而是一个叫犹大的教徒。","方舟的調查員約翰，前往扭曲之地尋找失蹤的戀人愛麗絲。
終於，他在白色墓地中找到了有關愛麗絲的線索，並看到了熟悉的身影……
然而，等待約翰的並不是愛麗絲，而是一個叫猶大的教徒。",,,,,,,,,,,,,,,,,,
Record/Replay/JohanStory_Title,Text,,이단심문관 쥬다스,L'Inquisiteur Judas,異端審問官・ジューダス,异端审判官犹大,異端審判者猶大,,,,,,,,,,,,,,,,,,
Record/Replay/LastBattleAfter1_Desc,Text,,"현실 세계로 나가기 위해, 루시 일행은 마스터의 앞에 선다.
하지만 마스터는 이야기를 들을 생각이 없으며, 세계를 파괴하겠다고 선언한다.
현실 세계를 위해, 그리고 방주의 모두를 위해, 루시 일행은 마지막 싸움에 임한다.","Afin de retourner dans le monde réel, Lucy et ses compagnons se dressent devant le Maître. 
Mais celui-ci refuse de les écouter et annonce qu'il détruira le monde. 
Pour sauver le monde réel ainsi que tous les habitants de l'Arche, Lucy et son groupe livrent leur ultime bataille.","現実世界に出るため、ルシー達はマスターに立ち向かう。
しかし、マスターはルシーの話には興味を持たず、この世界を破壊すると宣言する。
現実世界のため、アークの皆のため、ルシー達は最後の戦いに挑む。","为了回到现实世界，露西一行人站在了管理员的面前。
但管理员并不打算听他们的想法，并宣称要破坏这个世界。
为了现实世界，为了方舟的所有人，露西一行人准备迎接最后的战斗。","為了回到現實世界，露西一行人站在了管理員的面前。
但管理員並不打算聽他們的想法，並宣稱要破壞這個世界。
為了現實世界，為了方舟的所有人，露西一行人準備迎接最後的戰鬥。",,,,,,,,,,,,,,,,,,
